nr_hidden_layers,hidden_layer_size,learning_rate,batch_size,activation_function,mse
7,60,0.001,full,Sigmoid(),655.618775024414
7,60,0.01,full,ReLU(),53.43097450256348
7,60,0.01,full,Tanh(),71.42383148193359
7,60,0.01,full,Sigmoid(),200.01901824951173
7,60,0.1,full,ReLU(),36.53289531707764
7,60,0.1,full,Tanh(),26.194316349029542
7,60,0.1,full,Sigmoid(),20.969876317977906
7,70,0.001,full,ReLU(),49.30143188476563
7,70,0.001,full,Tanh(),482.6869262695312
7,70,0.001,full,Sigmoid(),627.7562829589843
7,70,0.01,full,ReLU(),54.91454582214355
7,70,0.01,full,Tanh(),38.82240154266358
7,70,0.01,full,Sigmoid(),148.32051834106446
7,70,0.1,full,ReLU(),97.73333270549774
7,70,0.1,full,Tanh(),30.799050340652467
7,70,0.1,full,Sigmoid(),17.258550777435303
7,80,0.001,full,ReLU(),48.67255340576172
7,80,0.001,full,Tanh(),458.2967587280273
7,80,0.001,full,Sigmoid(),609.3884820556641
7,80,0.01,full,ReLU(),56.11271415710449
7,80,0.01,full,Tanh(),20.668133974075317
7,80,0.01,full,Sigmoid(),117.82323059082032
7,80,0.1,full,ReLU(),114578.48894081592
7,80,0.1,full,Tanh(),29.558512201309203
7,80,0.1,full,Sigmoid(),14.74413996219635
7,90,0.001,full,ReLU(),50.11857551574707
7,90,0.001,full,Tanh(),431.6026541137695
7,90,0.001,full,Sigmoid(),590.2592681884765
7,90,0.01,full,ReLU(),54.654760932922365
7,90,0.01,full,Tanh(),13.079032759666443
7,90,0.01,full,Sigmoid(),79.8369020652771
7,90,0.1,full,ReLU(),1314420.8810150432
7,90,0.1,full,Tanh(),26.116526818275453
7,90,0.1,full,Sigmoid(),15.636364970207214
7,100,0.001,full,ReLU(),50.25339626312256
7,100,0.001,full,Tanh(),407.8421908569336
7,100,0.001,full,Sigmoid(),573.0074786376953
7,100,0.01,full,ReLU(),63.04148185729981
7,100,0.01,full,Tanh(),12.292892422676086
7,100,0.01,full,Sigmoid(),62.84913951873779
7,100,0.1,full,ReLU(),12449884.427588692
7,100,0.1,full,Tanh(),23.153394861221315
7,100,0.1,full,Sigmoid(),16.16996072769165
7,110,0.001,full,ReLU(),50.0282275390625
7,110,0.001,full,Tanh(),385.5635073852539
7,110,0.001,full,Sigmoid(),554.1052862548828
7,110,0.01,full,ReLU(),65.64982440948486
7,110,0.01,full,Tanh(),15.968062791824341
7,110,0.01,full,Sigmoid(),42.49961681365967
7,110,0.1,full,ReLU(),62568.693317108155
7,110,0.1,full,Tanh(),23.51027719974518
7,110,0.1,full,Sigmoid(),19.883098278045654
7,120,0.001,full,ReLU(),49.97388664245605
7,120,0.001,full,Tanh(),366.5504141235352
7,120,0.001,full,Sigmoid(),538.4548849487305
7,120,0.01,full,ReLU(),69.66204639434814
7,120,0.01,full,Tanh(),20.991287517547608
7,120,0.01,full,Sigmoid(),32.41706130027771
7,120,0.1,full,ReLU(),53246.870002470016
7,120,0.1,full,Tanh(),30.528614325523378
7,120,0.1,full,Sigmoid(),20.88250072479248
7,130,0.001,full,ReLU(),52.825035934448245
7,130,0.001,full,Tanh(),344.2634600830078
7,130,0.001,full,Sigmoid(),521.4441946411133
7,130,0.01,full,ReLU(),65.56035373687745
7,130,0.01,full,Tanh(),25.868862323760986
7,130,0.01,full,Sigmoid(),21.78725684642792
7,130,0.1,full,ReLU(),48271325.382527456
7,130,0.1,full,Tanh(),23.53955113887787
7,130,0.1,full,Sigmoid(),19.352888107299805
7,140,0.001,full,ReLU(),53.06186473846436
7,140,0.001,full,Tanh(),328.66038177490236
7,140,0.001,full,Sigmoid(),505.79347106933596
7,140,0.01,full,ReLU(),87.11502807617188
7,140,0.01,full,Tanh(),29.16526382446289
7,140,0.01,full,Sigmoid(),17.106530909538268
7,140,0.1,full,ReLU(),11640.282796611786
7,140,0.1,full,Tanh(),27.442920026779174
7,140,0.1,full,Sigmoid(),15.904751458168029
7,150,0.001,full,ReLU(),54.40028034210205
7,150,0.001,full,Tanh(),310.7328988647461
7,150,0.001,full,Sigmoid(),492.2825900268555
7,150,0.01,full,ReLU(),71.32800996780395
7,150,0.01,full,Tanh(),30.307167530059814
7,150,0.01,full,Sigmoid(),13.602585778236389
7,150,0.1,full,ReLU(),16245796927.192957
7,150,0.1,full,Tanh(),40.62244737625122
7,150,0.1,full,Sigmoid(),14.978478302955628
7,160,0.001,full,ReLU(),56.43419986724854
7,160,0.001,full,Tanh(),293.19298095703124
7,160,0.001,full,Sigmoid(),479.6911581420898
7,160,0.01,full,ReLU(),106.80956146240234
7,160,0.01,full,Tanh(),29.447481842041014
7,160,0.01,full,Sigmoid(),13.20410442352295
7,160,0.1,full,ReLU(),11328.915558376313
7,160,0.1,full,Tanh(),37.391031455993655
7,160,0.1,full,Sigmoid(),16.138987946510316
7,170,0.001,full,ReLU(),53.734791641235354
7,170,0.001,full,Tanh(),278.4849217224121
7,170,0.001,full,Sigmoid(),468.7274746704102
7,170,0.01,full,ReLU(),120.14583305358887
7,170,0.01,full,Tanh(),26.768828639984132
7,170,0.01,full,Sigmoid(),13.679165024757385
7,170,0.1,full,ReLU(),248127238.62879685
7,170,0.1,full,Tanh(),39.5372741985321
7,170,0.1,full,Sigmoid(),17.817272071838378
7,180,0.001,full,ReLU(),56.20170539855957
7,180,0.001,full,Tanh(),262.5680809020996
7,180,0.001,full,Sigmoid(),457.4710980224609
7,180,0.01,full,ReLU(),147.06016292572022
7,180,0.01,full,Tanh(),23.294862155914306
7,180,0.01,full,Sigmoid(),15.175728087425233
7,180,0.1,full,ReLU(),695043617610.3864
7,180,0.1,full,Tanh(),33.82876541614532
7,180,0.1,full,Sigmoid(),19.462289910316468
7,190,0.001,full,ReLU(),59.06128276824951
7,190,0.001,full,Tanh(),249.85141662597655
7,190,0.001,full,Sigmoid(),444.64341064453123
7,190,0.01,full,ReLU(),327.08627746582033
7,190,0.01,full,Tanh(),19.896281452178954
7,190,0.01,full,Sigmoid(),17.85722846508026
7,190,0.1,full,ReLU(),26778.84351275444
7,190,0.1,full,Tanh(),37.25732000350952
7,190,0.1,full,Sigmoid(),18.90090106010437
7,200,0.001,full,ReLU(),57.44118911743164
7,200,0.001,full,Tanh(),236.9564636230469
7,200,0.001,full,Sigmoid(),429.15576934814453
7,200,0.01,full,ReLU(),145.57433639526369
7,200,0.01,full,Tanh(),16.812678232192994
7,200,0.01,full,Sigmoid(),20.39102761268616
7,200,0.1,full,ReLU(),978412623227.2922
7,200,0.1,full,Tanh(),51.02799125671387
7,200,0.1,full,Sigmoid(),17.28350606918335
